_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_user_info_face,_content_data_user_info_face_frame,_content_data_user_info_guard_level,_content_data_user_info_is_main_vip,_content_data_user_info_is_svip,_content_data_user_info_is_vip,_content_data_user_info_level_color,_content_data_user_info_manager,_content_data_user_info_name_color,_content_data_user_info_title,_content_data_user_info_uname,_content_data_user_info_user_level,_content_data_uid,_content_data_ts,_content_data_trans_mark,_content_data_token,_content_data_time,_content_data_start_time,_content_data_rate,_content_data_price,_content_data_message_trans,_content_data_message_font_color,_content_data_message,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_is_send_audit,_content_data_is_ranked,_content_data_id,_content_data_gift_gift_id,_content_data_gift_gift_name,_content_data_gift_num,_content_data_end_time,_content_data_dmscore,_content_data_color_point,_content_data_background_price_color,_content_data_background_image,_content_data_background_icon,_content_data_background_color_start,_content_data_background_color_end,_content_data_background_color,_content_data_background_bottom_color,_content_roomid,_msg_type,
798.06,19:48:00,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/d2abc394ceba07dec9251ad8bbb2e99bb8b0ceb7.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,0,leslotta,11,243876570,1640864879,0,A45EC2A9,60,1640864879,1000,30,,#A3F6FF,小蕾给我们看猫猫的时候漏了我的舰长哇 想听小蕾读我名字 嘿嘿,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907465,12000,醒目留言,1,1640864939,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
798.06,19:48:00,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/98501596fbe336bd4af374a5cd6eefc659e922d5.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#5896de,0,#FF7C28,title-543-1,無双Shmily,23,29055678,1640864879,0,31B4FA33,120,1640864879,1000,50,,#A3F6FF,我愿意当小矮人为你护驾！,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,29,蕾丝,,777536,1,0,2907467,12000,醒目留言,1,1640864999,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
802.25,19:48:05,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/6278021a4c9f34c99f15ca85098a07a670ece1f6.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,轩豆啵啵球,10,341645307,1640864884,0,69944F4E,300,1640864884,1000,100,,#72110E,救命嘞，太好看了啊，不要害羞,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,1,2907473,12000,醒目留言,1,1640865184,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
900.67,19:49:43,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/2b55db62c4b2b7bbca4a98bf578caa27c780ffdc.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,0,可可可爱爱a,18,15668786,1640864982,0,7CA9700D,120,1640864982,1000,50,,#A3F6FF,长头发还有眼镜嘿嘿嘿嘿…嘿嘿嘿……嘿嘿…嘿嘿…嘿嘿…嘿嘿嘿嘿……嘿嘿嘿…嘿嘿…嘿…嘿嘿……,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,25,蕾丝,,777536,1,0,2907489,12000,醒目留言,1,1640865102,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
905.08,19:49:47,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/d8917dc4785533d03431a53c4a8610f91b38448b.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,啊哈蓝鼻子,4,8136240,1640864987,0,6C50B23B,120,1640864987,1000,50,,#A3F6FF,戴眼镜真的好好看！！！啊啊啊超级好看！！！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,23,蕾丝,,777536,1,0,2907491,12000,醒目留言,1,1640865107,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
935.05,19:50:17,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#ff86b2,0,#FF7C28,title-520-1,碧根果核桃碎我都要,45,491302872,1640865017,0,52DC27,7200,1640865017,1000,2000,,#FFE163,卧槽这造型,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,32,蕾丝,,777536,1,1,2907495,12000,醒目留言,1,1640872217,136,0.7,#C86A7A,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,https://i0.hdslb.com/bfs/live/0d9cbbdbad7d3371266cd5b568065415415316ae.png,#600012,#8B0F3D,#FFD8D8,#AB1A32,11365,other,
996.1,19:51:18,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/1e2ac2f88904a3d66df3d6d9e41c46c058375405.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#969696,0,#00D1F1,0,小周小周要吃白粥,10,141542774,1640865077,0,B02DE3F6,120,1640865077,1000,52,,#A3F6FF,长发眼镜低头真的好好看啊。。。我不行了，救命,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,0,2907503,12000,醒目留言,1,1640865197,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1014.7,19:51:37,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/8d638819daa951bb4fc12859fe8b10a4c8ee37f6.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,title-89-1,星星的存在,20,5754207,1640865096,0,1264CB,120,1640865096,1000,50,,#A3F6FF,长发和眼镜看起来好斯文，好看好看，么么,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,26,蕾丝,,777536,1,0,2907506,12000,醒目留言,1,1640865216,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1091.2,19:52:54,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/a67b705896ffcff17d12d109d9e9ca99bb814f54.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,0,有心脏的人不宜尝试,13,21229154,1640865173,0,18258831,300,1640865173,1000,100,,#72110E,我靠,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,23,蕾丝,,777536,1,1,2907513,12000,醒目留言,1,1640865473,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
1100.09,19:53:02,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/98501596fbe336bd4af374a5cd6eefc659e922d5.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#5896de,0,#FF7C28,title-543-1,無双Shmily,23,29055678,1640865181,0,92CD1393,120,1640865181,1000,50,,#A3F6FF,可恶 游戏我还没下载好,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,29,蕾丝,,777536,1,0,2907514,12000,醒目留言,1,1640865301,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1111.84,19:53:14,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/f4dd608174bd68a048eb771b9cb1f557b0b3f382.jpg,,0,1,0,0,#969696,0,#666666,0,Ayo西柚,1,11730014,1640865194,0,A1343C26,60,1640865194,1000,30,,#A3F6FF,小蕾的这个音色这个颜值，awsl,11365,LexBurner,0,0,1,#5d7b9e,6126494,6126494,6126494,8,蕾丝,,777536,1,0,2907516,12000,醒目留言,1,1640865254,40,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1115.2,19:53:18,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/486c0bd7a4469f46a966acfa0ec5ba165087a6a7.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,有有_,2,327331729,1640865197,0,2CA4E69A,60,1640865197,1000,30,,#A3F6FF,长发小蕾呜呜呜呜点一首 爱我你就抱抱我 叭,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,21,蕾丝,,777536,1,0,2907517,12000,醒目留言,1,1640865257,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1210.98,19:54:53,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/537eec44cd342cec7c4926f16962b2d750d8b84f.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,岁岁长相见い,9,41267506,1640865292,0,FFE6A692,120,1640865292,1000,50,,#A3F6FF,帅气崽崽晚上好，点一首野鸟，谢谢～,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,0,2907532,12000,醒目留言,1,1640865412,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1276.28,19:55:59,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/e6a6018d377191fb590b951946fb3658eed0f581.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,0,0,0,#61c05a,0,#E17AFF,0,普通小豆_,13,1489053420,1640865358,0,2CFDE038,120,1640865358,1000,50,,#A3F6FF,哥哥你好帅！点个歌 跟我在一起 很美味的歌,11365,LexBurner,2,0,1,#6154c,16771156,6850801,398668,26,蕾丝,,777536,1,0,2907544,12000,醒目留言,1,1640865478,128,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1276.28,19:55:59,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/24067574272fe920fcbbc743c6ee818d043427e6.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,0,0,0,#5896de,0,#E17AFF,0,诗余臣,21,320745,1640865358,0,9A863063,300,1640865358,1000,100,,#72110E,点一首电影库伊拉的插曲，I wanna be your dog,11365,LexBurner,2,0,1,#6154c,16771156,6850801,398668,28,蕾丝,,777536,1,1,2907545,12000,醒目留言,1,1640865658,128,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
1314.32,19:56:37,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg,http://i0.hdslb.com/bfs/live/ceb8e7fc5e207b8e6219c9917e3ef1b22f3df61a.png,1,1,0,0,#ff86b2,0,#FF7C28,title-520-1,南瓜54,42,2703098,1640865396,0,8F78A578,120,1640865396,1000,50,,#A3F6FF,我拿出了老花镜 还是看不清主播脸（明示,11365,LexBurner,1,0,1,#2d0855,16771156,10329087,2951253,31,蕾丝,,777536,1,0,2907550,12000,醒目留言,1,1640865516,136,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1315.37,19:56:38,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/c984f324e718607873b76f0d5a00c04c66a37d1d.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#969696,0,#00D1F1,0,盐焗紫薯,3,28837159,1640865397,0,B1E2AA3C,300,1640865397,1000,100,,#72110E,点一首《What Makes You Beautiful》 谢谢崽崽,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,21,蕾丝,,777536,1,1,2907552,12000,醒目留言,1,1640865697,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
1370.84,19:57:33,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/b9c67c9106d43c4e9de7405732652d7b8e81ea97.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#969696,0,#00D1F1,0,大海里没有坏东西,8,17741476,1640865453,0,FF2E05B1,120,1640865453,1000,50,,#A3F6FF,宝儿晚上好呀点一首方玥的长头发女孩,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,21,蕾丝,,777536,1,0,2907563,12000,醒目留言,1,1640865573,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1382.53,19:57:45,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/4449fdc81c40838632e0d4e719a9d2ccf4bfeb6f.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,0,顾流年Ginkgo,12,54075160,1640865464,0,B7DC10C2,60,1640865464,1000,30,,#A3F6FF,大帅哥晚上好！点一首《想谈恋爱这件事》,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,23,蕾丝,,777536,1,0,2907564,12000,醒目留言,1,1640865524,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1389.2,19:57:52,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/63d20e3512064dcfa18bf35785ba596c21d1fa12.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,title-167-1,遗我北山薇,14,11443996,1640865471,0,C8C4F071,120,1640865471,1000,50,,#A3F6FF,宝贝，点一首Reol的失楽園 ,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,24,蕾丝,,777536,1,0,2907566,12000,醒目留言,1,1640865591,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1449.97,19:58:52,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/74cdf2b7e0f9b663e7caaddb9be6bbd8108a77e6.jpg,,0,0,0,0,#969696,0,#666666,0,鹿__角,6,51256029,1640865532,0,8C34509D,120,1640865532,1000,50,,#A3F6FF,好家伙！解锁新形象：长发蕾丝,734,花少北丶,0,0,0,#5c968e,12632256,12632256,12632256,3,少北,,2206456,1,0,2907573,12000,醒目留言,1,1640865652,16,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1449.97,19:58:52,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/cce8a2d0ffebea61feb178c3446e72ab443c2d74.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#61c05a,0,#00D1F1,0,深夜颅内蹦高高,20,18501852,1640865532,0,66DB721F,300,1640865532,1000,100,,#72110E,哥好帅！点一首《我怎么这么好看》。看见你开心得蹦高高啦,11365,LexBurner,3,0,1,#6154c,6809855,6850801,398668,27,蕾丝,,777536,1,1,2907575,12000,醒目留言,1,1640865832,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
1495.95,19:59:38,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/88a5d2612ba53c72155ef93dd71dc943c0238499.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#969696,0,#00D1F1,0,社子酱,6,1880677,1640865578,0,ACEFD8A2,120,1640865578,1000,50,,#A3F6FF,我缓到现在才来发言，哥，我直接从崽变哥，我流泪，顺便点一首许嵩的《雅俗共赏》不知道可不可（不可就算惹,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907582,12000,醒目留言,1,1640865698,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1495.95,19:59:38,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/320d15f4d5ccd3c2c1ffe247af643ec8d958acc3.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,长椅上的尾巴,10,403045521,1640865578,0,2B6FCF47,60,1640865578,1000,30,,#A3F6FF,可恶 被主播拿捏了(つД`)ノ,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,23,蕾丝,,777536,1,0,2907587,12000,醒目留言,1,1640865638,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1495.95,19:59:38,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/bc9e90fc2fdfe161b32c9d7c7f4642a71a425bb1.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,不是什么正经猫叫,8,351448696,1640865578,0,DDFE5FD7,60,1640865578,1000,30,,#A3F6FF,家人们！双指放大把主播拉到中间同时按屏幕锁定就行了！！不用谢我,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907583,12000,醒目留言,1,1640865638,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1549.19,20:00:32,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/b53ad43029bc4d44608f0cc3340c6fdbec9ba609.jpg,,0,0,0,0,#61c05a,0,#666666,0,小小诗,16,2689090,1640865631,0,72725E5F,60,1640865631,1000,30,,#A3F6FF,猜猜我是谁,11365,LexBurner,0,0,0,#6154c,12632256,12632256,12632256,26,蕾丝,,777536,1,0,2907591,12000,醒目留言,1,1640865691,72,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1549.19,20:00:32,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/a6634231c576ef5926e5bdd564a73fc33b53bb85.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#969696,0,#00D1F1,0,Orimoto,9,1656348,1640865631,0,41DB6274,120,1640865631,1000,50,,#A3F6FF,点歌《你笑起来真hao看》（为什么有不适宜词汇！,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907598,12000,醒目留言,1,1640865751,120,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
1553.42,20:00:36,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/898fdd157967f3ea07f708b19c78e0b13b4c8d90.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,来杯芝士奶盖红茶,10,2281073,1640865635,0,A39F6662,300,1640865635,1000,100,,#72110E,看到了限定造型好耶 给蕾克斯和直播间的大家拜个早年,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,23,蕾丝,,777536,1,1,2907601,12000,醒目留言,1,1640865935,120,0.7,#ECCF75,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#EAB400,#EEBE5C,#FFF1C5,#E2B52B,11365,other,
1574.31,20:00:57,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,1,0,0,#a068f1,0,#E17AFF,title-543-1,是beng不是ben,31,26706249,1640865656,0,A78A06FC,7200,1640865656,1000,2000,,#FFE163,你的发型帅帅帅！,11365,LexBurner,2,0,1,#2d0855,16771156,10329087,2951253,30,蕾丝,,777536,1,1,2907603,12000,醒目留言,1,1640872856,128,0.7,#C86A7A,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,https://i0.hdslb.com/bfs/live/0d9cbbdbad7d3371266cd5b568065415415316ae.png,#600012,#8B0F3D,#FFD8D8,#AB1A32,11365,other,
1681.2,20:02:44,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/418a85808e5dd321741b29f82b677e32c49841cb.jpg,,0,0,0,0,#61c05a,0,#666666,0,早睡早起lex,11,34201763,1640865763,0,79D1DB89,60,1640865763,1000,30,,#A3F6FF,好帅！点歌贰婶《逐浪飞花》谢谢崽崽,11365,LexBurner,0,0,1,#1a544b,1725515,5414290,1725515,24,蕾丝,,777536,1,0,2907623,12000,醒目留言,1,1640865823,72,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1690.3,20:02:53,2021.12.30,SUPER_CHAT_MESSAGE,http://i2.hdslb.com/bfs/face/fffae18e1d3448b54030efe810f6b64912f2beb2.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,0,0,0,#969696,0,#00D1F1,0,一个圆形的句号,5,24261401,1640865772,0,A40C80F5,60,1640865772,1000,30,,#A3F6FF,帅哥您好,11365,LexBurner,3,0,1,#1a544b,6809855,5414290,1725515,22,蕾丝,,777536,1,0,2907630,12000,醒目留言,1,1640865832,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1709.22,20:03:12,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/562164a7577726c45deffefdce6058b7f2d497db.jpg,,0,1,0,0,#969696,0,#666666,0,塞茜琪娜,8,474874620,1640865791,0,C9546800,60,1640865791,1000,30,,#A3F6FF,主播为什么都在我明天有大型考试时整这些福利啊，期末人真的要哭了，明天可以别剪嘛,11365,LexBurner,0,0,1,#8d7ca6,9272486,9272486,9272486,11,蕾丝,,777536,1,0,2907637,12000,醒目留言,1,1640865851,56,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1716.66,20:03:19,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/313873284abd3aded8cffd96fc20be0940197ac8.jpg,,0,0,0,0,#969696,0,#666666,0,绫澪棂,7,9837459,1640865798,0,CA365072,60,1640865798,1000,30,,#A3F6FF,剪舒服的发型就好,11365,LexBurner,0,0,1,#8d7ca6,9272486,9272486,9272486,9,蕾丝,,777536,1,0,2907641,12000,醒目留言,1,1640865858,40,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
1780.2,20:04:23,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg,http://i0.hdslb.com/bfs/live/9b3cfee134611c61b71e38776c58ad67b253c40a.png,2,1,0,0,#a068f1,0,#E17AFF,title-543-1,是beng不是ben,31,26706249,1640865862,0,5D3A6225,7200,1640865862,1000,2000,,#FFE163,染啊！,11365,LexBurner,2,0,1,#2d0855,16771156,10329087,2951253,30,蕾丝,,777536,1,1,2907645,12000,醒目留言,1,1640873062,128,0.7,#C86A7A,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,https://i0.hdslb.com/bfs/live/0d9cbbdbad7d3371266cd5b568065415415316ae.png,#600012,#8B0F3D,#FFD8D8,#AB1A32,11365,other,
